trial,A_partition_injected_at,B_new_leader,B_new_leader_at,B_minus_A_leader_failover_time_s,C_majority_write_pod,C_majority_write_success_at,C_minus_A_majority_write_recovery_time_s,D_minority_failed_pod,D_minority_write_failure_at,D_minus_A_minority_failure_time_s,E_partition_healed_at,F_post_heal_write_pod,F_post_heal_write_success_at,F_minus_E_post_heal_write_recovery_time_s
1776302206,1776302206.882984,zk-2,1776302213.4559329,6.572948932647705,zk-0,1776302213.720112,6.837128162384033,zk-4,1776302212.551575,5.668591022491455,1776302214.007484,zk-0,1776302214.29834,0.29085612297058105
